LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,Default_Payment,Bill_Amount_Total,Pay_Amount_Total,Bill_Amount_Average,Pay_Amount_Average,Repayment_Status_Total,Repayment_Status_Average,Bill_Amount_Total_cluster,Bill_Amount_Average_cluster,Pay_Amount_Total_cluster,Pay_Amount_Average_cluster,Repayment_Status_Total_cluster,Repayment_Status_Average_cluster,AGE_cluster
20000,2,2,2,40,0,79889,5918,13314.833333333334,986.3333333333334,-2,-0.3333333333333333,0,0,0,0,2,9,9
250000,2,2,1,75,0,63417,11727,10569.5,1954.5,-5,-0.8333333333333334,0,0,0,0,5,1,7
100000,2,2,2,27,0,196498,8260,32749.666666666668,1376.6666666666667,0,0.0,3,3,0,0,4,4,6
330000,1,1,2,25,0,256005,15230,42667.5,2538.3333333333335,2,0.3333333333333333,3,3,0,0,1,0,3
50000,1,3,1,46,0,117871,7027,19645.166666666668,1171.1666666666667,0,0.0,0,0,0,0,4,4,1
50000,2,2,2,26,0,240862,10062,40143.666666666664,1677.0,5,0.8333333333333334,3,3,0,0,6,7,6
30000,1,2,2,28,0,135160,8056,22526.666666666668,1342.6666666666667,0,0.0,0,0,0,0,4,4,6
140000,2,2,2,26,1,631439,25041,105239.83333333333,4173.5,0,0.0,1,1,0,0,4,4,6
160000,2,1,2,28,0,337391,132311,56231.833333333336,22051.833333333332,-1,-0.16666666666666666,3,3,1,1,4,4,6
400000,2,2,2,29,0,34030,14825,5671.666666666667,2470.8333333333335,-5,-0.8333333333333334,0,0,0,0,5,1,0
50000,1,2,1,25,0,173552,6842,28925.333333333332,1140.3333333333333,0,0.0,3,3,0,0,4,4,3
140000,2,2,1,48,0,27095,27501,4515.833333333333,4583.5,-5,-0.8333333333333334,0,0,0,0,5,1,5
160000,2,2,1,33,0,82207,68661,13701.166666666666,11443.5,-5,-0.8333333333333334,0,0,2,2,5,1,8
100000,2,3,1,43,0,62170,0,10361.666666666666,0.0,-8,-1.3333333333333333,0,0,0,0,8,6,1
220000,1,1,1,48,1,1129440,42020,188240.0,7003.333333333333,2,0.3333333333333333,4,4,2,2,1,0,5
50000,1,2,2,29,0,202201,16512,33700.166666666664,2752.0,0,0.0,3,3,0,0,4,4,0
160000,2,1,1,38,0,63277,44142,10546.166666666666,7357.0,-3,-0.5,0,0,2,2,2,9,4
230000,2,1,2,37,0,53735,51952,8955.833333333334,8658.666666666666,-12,-2.0,0,0,2,2,0,2,4
80000,2,1,2,37,0,35054,28957,5842.333333333333,4826.166666666667,-6,-1.0,0,0,0,0,5,1,4
150000,2,2,1,25,0,7104,1264,1184.0,210.66666666666666,-7,-1.1666666666666667,0,0,0,0,5,1,3
10000,1,3,2,23,0,52136,3932,8689.333333333334,655.3333333333334,2,0.3333333333333333,0,0,0,0,1,0,3
130000,2,3,2,49,1,357781,9986,59630.166666666664,1664.3333333333333,0,0.0,3,3,0,0,4,4,5
40000,2,1,2,48,0,207975,9200,34662.5,1533.3333333333333,0,0.0,3,3,0,0,4,4,5
50000,1,2,2,27,1,73717,6631,12286.166666666666,1105.1666666666667,6,1.0,0,0,0,0,6,7,6
100000,1,3,2,32,0,180209,9686,30034.833333333332,1614.3333333333333,0,0.0,3,3,0,0,4,4,8
120000,1,1,1,34,0,4414,1800,735.6666666666666,300.0,0,0.0,0,0,0,0,4,4,8
260000,2,1,2,58,1,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,2
200000,2,2,2,33,0,80871,11522,13478.5,1920.3333333333333,0,0.0,0,0,0,0,4,4,8
360000,2,2,2,28,1,0,0,0.0,0.0,-12,-2.0,0,0,0,0,0,2,6
70000,2,2,2,36,0,265753,28247,44292.166666666664,4707.833333333333,0,0.0,3,3,0,0,4,4,4
460000,1,1,1,40,1,28039,27927,4673.166666666667,4654.5,-3,-0.5,0,0,0,0,2,9,9
50000,2,1,2,26,0,2736,1896,456.0,316.0,-6,-1.0,0,0,0,0,5,1,6
50000,1,3,1,33,0,211791,7004,35298.5,1167.3333333333333,0,0.0,3,3,0,0,4,4,8
250000,2,2,1,31,0,604011,26900,100668.5,4483.333333333333,0,0.0,1,1,0,0,4,4,0
30000,2,1,2,27,0,6448,3164,1074.6666666666667,527.3333333333334,-3,-0.5,0,0,0,0,2,9,6
270000,1,2,1,44,0,486594,144214,81099.0,24035.666666666668,-2,-0.3333333333333333,1,1,1,1,2,9,1
180000,2,3,2,30,0,760211,27192,126701.83333333333,4532.0,0,0.0,1,1,0,0,4,4,0
100000,2,1,2,28,0,323182,20198,53863.666666666664,3366.3333333333335,0,0.0,3,3,0,0,4,4,6
230000,2,3,1,32,0,667517,29000,111252.83333333333,4833.333333333333,0,0.0,1,1,0,0,4,4,8
210000,2,1,1,46,0,211039,120470,35173.166666666664,20078.333333333332,-6,-1.0,3,3,2,2,5,1,1
210000,1,1,2,38,0,358970,13804,59828.333333333336,2300.6666666666665,2,0.3333333333333333,3,3,0,0,1,0,4
440000,2,2,1,46,0,828179,29746,138029.83333333334,4957.666666666667,0,0.0,1,1,0,0,4,4,1
100000,2,2,2,25,1,403638,13210,67273.0,2201.6666666666665,2,0.3333333333333333,3,3,0,0,1,0,3
240000,2,2,1,46,0,56097,6295,9349.5,1049.1666666666667,0,0.0,0,0,0,0,4,4,1
280000,1,1,2,33,1,-336259,347739,-56043.166666666664,57956.5,-6,-1.0,0,0,3,3,5,1,8
50000,2,2,2,22,1,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,3
30000,1,2,1,43,0,12972,2000,2162.0,333.3333333333333,13,2.1666666666666665,0,0,0,0,3,3,1
10000,1,2,2,27,1,56848,5470,9474.666666666666,911.6666666666666,2,0.3333333333333333,0,0,0,0,1,0,6
130000,1,1,2,29,0,0,1500,0.0,250.0,-9,-1.5,0,0,0,0,8,6,0
200000,1,1,2,31,0,978958,36425,163159.66666666666,6070.833333333333,0,0.0,4,4,0,0,4,4,0
120000,2,2,1,29,0,7765,8715,1294.1666666666667,1452.5,-6,-1.0,0,0,0,0,5,1,0
210000,2,2,1,36,0,858448,32709,143074.66666666666,5451.5,0,0.0,1,1,0,0,4,4,4
280000,2,1,1,36,0,273640,11718,45606.666666666664,1953.0,0,0.0,3,3,0,0,4,4,4
300000,1,1,2,34,1,45400,32799,7566.666666666667,5466.5,-4,-0.6666666666666666,0,0,0,0,2,9,8
100000,1,2,2,37,0,462851,15303,77141.83333333333,2550.5,0,0.0,1,1,0,0,4,4,4
440000,2,1,2,36,0,0,162000,0.0,27000.0,-12,-2.0,0,0,1,1,0,2,4
50000,2,3,1,40,0,154301,7606,25716.833333333332,1267.6666666666667,0,0.0,0,0,0,0,4,4,9
20000,2,1,2,25,1,98447,11500,16407.833333333332,1916.6666666666667,2,0.3333333333333333,0,0,0,0,1,0,3
200000,2,1,2,27,0,18236,12927,3039.3333333333335,2154.5,-3,-0.5,0,0,0,0,2,9,6
110000,2,2,2,26,0,12860,12124,2143.3333333333335,2020.6666666666667,-12,-2.0,0,0,0,0,0,2,6
500000,2,2,1,36,0,47529,37052,7921.5,6175.333333333333,-6,-1.0,0,0,0,0,5,1,4
300000,2,2,1,27,0,5215,5215,869.1666666666666,869.1666666666666,-7,-1.1666666666666667,0,0,0,0,5,1,6
30000,1,3,1,55,1,72863,8900,12143.833333333334,1483.3333333333333,16,2.6666666666666665,0,0,0,0,9,8,2
60000,2,1,2,27,0,65912,47111,10985.333333333334,7851.833333333333,-6,-1.0,0,0,2,2,5,1,6
400000,2,2,1,38,0,21153,19153,3525.5,3192.1666666666665,-4,-0.6666666666666666,0,0,0,0,2,9,4
180000,2,2,1,34,0,827666,32000,137944.33333333334,5333.333333333333,0,0.0,1,1,0,0,4,4,8
20000,1,1,2,40,0,79047,10600,13174.5,1766.6666666666667,2,0.3333333333333333,0,0,0,0,1,0,9
200000,2,3,1,49,1,333047,16286,55507.833333333336,2714.3333333333335,5,0.8333333333333334,3,3,0,0,6,7,5
100000,1,1,2,27,0,194503,4871,32417.166666666668,811.8333333333334,0,0.0,3,3,0,0,4,4,6
60000,1,2,2,23,1,171532,8013,28588.666666666668,1335.5,0,0.0,3,3,0,0,4,4,3
110000,2,2,2,36,0,303817,13500,50636.166666666664,2250.0,0,0.0,3,3,0,0,4,4,4
260000,2,3,1,53,0,2025,2484,337.5,414.0,-6,-1.0,0,0,0,0,5,1,2
50000,2,3,1,46,0,213516,7372,35586.0,1228.6666666666667,7,1.1666666666666667,3,3,0,0,6,7,1
180000,1,2,2,29,0,-12,0,-2.0,0.0,-9,-1.5,0,0,0,0,8,6,0
110000,1,2,2,29,1,311346,10354,51891.0,1725.6666666666667,5,0.8333333333333334,3,3,0,0,6,7,0
340000,2,1,2,27,0,923137,90147,153856.16666666666,15024.5,0,0.0,4,4,2,2,4,4,6
50000,1,2,2,24,0,31650,11019,5275.0,1836.5,-1,-0.16666666666666666,0,0,0,0,4,4,3
230000,2,2,1,28,1,55327,11750,9221.166666666666,1958.3333333333333,-4,-0.6666666666666666,0,0,0,0,2,9,6
360000,2,2,2,32,0,575409,57000,95901.5,9500.0,0,0.0,1,1,2,2,4,4,8
210000,1,2,2,43,0,160699,52013,26783.166666666668,8668.833333333334,-2,-0.3333333333333333,0,0,2,2,2,9,1
220000,2,2,1,41,1,3375,1925,562.5,320.8333333333333,3,0.5,0,0,0,0,1,0,9
60000,2,2,1,34,1,170082,10111,28347.0,1685.1666666666667,10,1.6666666666666667,3,3,0,0,3,3,8
340000,1,2,1,55,0,137566,164386,22927.666666666668,27397.666666666668,-10,-1.6666666666666667,0,0,1,1,8,6,2
150000,1,1,1,40,0,624055,25700,104009.16666666667,4283.333333333333,12,2.0,1,1,0,0,3,3,9
200000,2,2,1,37,1,47390,51400,7898.333333333333,8566.666666666666,-1,-0.16666666666666666,0,0,2,2,4,4,4
130000,2,2,2,40,1,66514,7200,11085.666666666666,1200.0,2,0.3333333333333333,0,0,0,0,1,0,9
60000,2,1,2,28,0,96266,30696,16044.333333333334,5116.0,3,0.5,0,0,0,0,1,0,6
400000,2,2,1,43,0,79988,79988,13331.333333333334,13331.333333333334,-7,-1.1666666666666667,0,0,2,2,5,1,1
20000,1,1,2,27,0,116747,5503,19457.833333333332,917.1666666666666,0,0.0,0,0,0,0,4,4,6
190000,2,1,2,28,0,912875,36836,152145.83333333334,6139.333333333333,0,0.0,4,4,0,0,4,4,6
260000,2,1,2,30,0,953100,44000,158850.0,7333.333333333333,0,0.0,4,4,2,2,4,4,0
140000,2,2,2,31,0,390,0,65.0,0.0,-12,-2.0,0,0,0,0,0,2,0
50000,2,2,1,31,1,234080,10607,39013.333333333336,1767.8333333333333,0,0.0,3,3,0,0,4,4,0
120000,2,1,2,34,0,16986,20204,2831.0,3367.3333333333335,-5,-0.8333333333333334,0,0,0,0,5,1,8
240000,2,2,2,30,0,368,2159,61.333333333333336,359.8333333333333,-12,-2.0,0,0,0,0,0,2,0
50000,1,2,2,36,0,18847,3390,3141.1666666666665,565.0,-1,-0.16666666666666666,0,0,0,0,4,4,4
200000,2,1,2,29,0,76669,31055,12778.166666666666,5175.833333333333,0,0.0,0,0,0,0,4,4,0
180000,1,1,1,39,0,920802,284903,153467.0,47483.833333333336,-2,-0.3333333333333333,4,4,1,1,2,9,9
180000,2,1,2,26,0,734847,26710,122474.5,4451.666666666667,0,0.0,1,1,0,0,4,4,6
160000,2,1,2,29,0,9832,24500,1638.6666666666667,4083.3333333333335,-5,-0.8333333333333334,0,0,0,0,5,1,0
100000,2,2,2,26,0,19223,13974,3203.8333333333335,2329.0,-3,-0.5,0,0,0,0,2,9,6
50000,2,2,2,29,1,273459,13000,45576.5,2166.6666666666665,0,0.0,3,3,0,0,4,4,0
140000,2,2,2,31,0,839924,34500,139987.33333333334,5750.0,0,0.0,1,1,0,0,4,4,0
30000,2,2,2,26,1,117890,6064,19648.333333333332,1010.6666666666666,0,0.0,0,0,0,0,4,4,6
90000,1,1,2,26,0,86582,31842,14430.333333333334,5307.0,-2,-0.3333333333333333,0,0,0,0,2,9,6
200000,1,1,1,36,0,-26795,171133,-4465.833333333333,28522.166666666668,-6,-1.0,0,0,1,1,5,1,4
380000,1,1,2,30,1,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,0
80000,2,2,2,43,0,303152,12045,50525.333333333336,2007.5,0,0.0,3,3,0,0,4,4,1
50000,1,3,1,58,0,109216,6673,18202.666666666668,1112.1666666666667,8,1.3333333333333333,0,0,0,0,6,7,2
180000,1,2,1,45,1,177278,8781,29546.333333333332,1463.5,-1,-0.16666666666666666,3,3,0,0,4,4,1
240000,2,2,2,26,0,724940,27398,120823.33333333333,4566.333333333333,0,0.0,1,1,0,0,4,4,6
380000,1,2,2,34,0,1082561,64410,180426.83333333334,10735.0,0,0.0,4,4,2,2,4,4,8
110000,2,-1,2,24,0,487656,19300,81276.0,3216.6666666666665,0,0.0,1,1,0,0,4,4,3
260000,1,1,1,34,0,137687,121666,22947.833333333332,20277.666666666668,-6,-1.0,0,0,2,2,5,1,8
500000,2,2,2,23,1,2926653,75500,487775.5,12583.333333333334,9,1.5,2,2,2,2,6,7,3
320000,2,2,2,30,0,436318,15669,72719.66666666667,2611.5,0,0.0,3,3,0,0,4,4,0
50000,1,2,2,32,0,248859,5485,41476.5,914.1666666666666,9,1.5,3,3,0,0,6,7,8
110000,1,1,1,40,1,4498,2564,749.6666666666666,427.3333333333333,-4,-0.6666666666666666,0,0,0,0,2,9,9
230000,2,1,2,35,0,3314,3073,552.3333333333334,512.1666666666666,-12,-2.0,0,0,0,0,0,2,8
330000,2,2,1,56,0,15640,16061,2606.6666666666665,2676.8333333333335,-5,-0.8333333333333334,0,0,0,0,5,1,2
50000,2,2,1,61,0,218302,10251,36383.666666666664,1708.5,0,0.0,3,3,0,0,4,4,7
10000,1,2,2,24,0,14752,1650,2458.6666666666665,275.0,5,0.8333333333333334,0,0,0,0,6,7,3
300000,1,1,1,40,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,9
20000,2,2,1,32,1,93331,3190,15555.166666666666,531.6666666666666,5,0.8333333333333334,0,0,0,0,6,7,8
180000,1,2,1,36,1,83538,0,13923.0,0.0,-4,-0.6666666666666666,0,0,0,0,2,9,4
160000,1,1,2,30,0,61480,119926,10246.666666666666,19987.666666666668,-6,-1.0,0,0,2,2,5,1,0
90000,2,1,2,34,0,253776,20640,42296.0,3440.0,6,1.0,3,3,0,0,6,7,8
30000,1,3,-1,54,0,141140,12000,23523.333333333332,2000.0,0,0.0,0,0,0,0,4,4,2
180000,1,1,1,46,0,836186,189463,139364.33333333334,31577.166666666668,0,0.0,1,1,1,1,4,4,1
30000,1,3,1,58,0,126272,8016,21045.333333333332,1336.0,0,0.0,0,0,0,0,4,4,2
30000,1,2,1,43,0,132258,7488,22043.0,1248.0,5,0.8333333333333334,0,0,0,0,6,7,1
140000,2,1,2,28,0,45024,35946,7504.0,5991.0,-4,-0.6666666666666666,0,0,0,0,2,9,6
210000,1,1,2,30,0,327465,25500,54577.5,4250.0,0,0.0,3,3,0,0,4,4,0
50000,1,2,2,31,1,83951,16327,13991.833333333334,2721.1666666666665,0,0.0,0,0,0,0,4,4,0
130000,2,2,2,29,0,472379,20500,78729.83333333333,3416.6666666666665,0,0.0,1,1,0,0,4,4,0
50000,2,2,1,37,1,16397,3500,2732.8333333333335,583.3333333333334,6,1.0,0,0,0,0,6,7,4
140000,1,3,1,36,0,538393,47700,89732.16666666667,7950.0,0,0.0,1,1,2,2,4,4,4
170000,2,2,2,28,1,29372,3899,4895.333333333333,649.8333333333334,1,0.16666666666666666,0,0,0,0,4,4,6
80000,1,2,2,25,0,107251,18103,17875.166666666668,3017.1666666666665,-2,-0.3333333333333333,0,0,0,0,2,9,3
410000,2,-1,1,42,0,1741454,63800,290242.3333333333,10633.333333333334,0,0.0,2,2,2,2,4,4,9
80000,2,1,2,29,0,80000,80000,13333.333333333334,13333.333333333334,-7,-1.1666666666666667,0,0,2,2,5,1,0
80000,1,3,1,73,1,416184,23430,69364.0,3905.0,5,0.8333333333333334,3,3,0,0,6,7,7
150000,1,2,1,43,0,944099,36834,157349.83333333334,6139.0,0,0.0,4,4,0,0,4,4,1
260000,1,1,1,30,1,2586,131815,431.0,21969.166666666668,-4,-0.6666666666666666,0,0,1,1,2,9,0
350000,1,1,1,38,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,4
280000,2,2,1,39,1,174954,48684,29159.0,8114.0,0,0.0,3,3,2,2,4,4,9
310000,1,2,1,44,0,503434,20078,83905.66666666667,3346.3333333333335,0,0.0,1,1,0,0,4,4,1
140000,2,2,2,29,0,118369,16500,19728.166666666668,2750.0,0,0.0,0,0,0,0,4,4,0
360000,1,1,1,51,0,63000,25000,10500.0,4166.666666666667,-9,-1.5,0,0,0,0,8,6,5
140000,2,1,2,27,0,858345,43600,143057.5,7266.666666666667,0,0.0,1,1,2,2,4,4,6
100000,1,1,2,38,0,240783,5141,40130.5,856.8333333333334,0,0.0,3,3,0,0,4,4,4
50000,2,2,2,22,0,1480,1480,246.66666666666666,246.66666666666666,-12,-2.0,0,0,0,0,0,2,3
210000,2,2,1,30,0,567259,23202,94543.16666666667,3867.0,0,0.0,1,1,0,0,4,4,0
120000,2,2,2,25,0,703798,21679,117299.66666666667,3613.1666666666665,12,2.0,1,1,0,0,3,3,3
240000,1,1,2,29,0,666907,204634,111151.16666666667,34105.666666666664,-1,-0.16666666666666666,1,1,1,1,4,4,0
60000,2,3,-1,42,0,185007,9885,30834.5,1647.5,0,0.0,3,3,0,0,4,4,9
150000,1,1,2,41,1,7098,5291,1183.0,881.8333333333334,-3,-0.5,0,0,0,0,2,9,9
30000,1,2,1,48,0,161543,8942,26923.833333333332,1490.3333333333333,0,0.0,0,0,0,0,4,4,5
160000,2,1,2,29,1,974815,30512,162469.16666666666,5085.333333333333,12,2.0,4,4,0,0,3,3,0
200000,1,1,1,52,0,92108,92473,15351.333333333334,15412.166666666666,-12,-2.0,0,0,2,2,0,2,5
120000,2,2,1,25,0,47869,6000,7978.166666666667,1000.0,-6,-1.0,0,0,0,0,5,1,3
500000,1,1,1,37,0,2466458,64709,411076.3333333333,10784.833333333334,3,0.5,2,2,2,2,1,0,4
320000,2,1,2,27,0,365115,67601,60852.5,11266.833333333334,0,0.0,3,3,2,2,4,4,6
280000,1,1,2,31,0,1043732,42823,173955.33333333334,7137.166666666667,0,0.0,4,4,2,2,4,4,0
60000,2,1,2,23,1,185629,8209,30938.166666666668,1368.1666666666667,11,1.8333333333333333,3,3,0,0,3,3,3
200000,2,1,1,38,0,257,517,42.833333333333336,86.16666666666667,-8,-1.3333333333333333,0,0,0,0,8,6,4
230000,2,1,1,32,0,11600,11611,1933.3333333333333,1935.1666666666667,-5,-0.8333333333333334,0,0,0,0,5,1,8
230000,2,2,2,27,1,64332,7441,10722.0,1240.1666666666667,3,0.5,0,0,0,0,1,0,6
480000,2,3,1,41,0,292489,279713,48748.166666666664,46618.833333333336,-12,-2.0,3,3,1,1,0,2,9
50000,2,3,1,35,0,27500,5640,4583.333333333333,940.0,-9,-1.5,0,0,0,0,8,6,8
200000,2,1,2,31,0,23286,19872,3881.0,3312.0,-12,-2.0,0,0,0,0,0,2,0
50000,2,1,2,30,0,104694,7800,17449.0,1300.0,2,0.3333333333333333,0,0,0,0,1,0,0
50000,1,2,1,48,0,180417,15461,30069.5,2576.8333333333335,0,0.0,3,3,0,0,4,4,5
260000,2,1,2,36,1,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,4
30000,1,1,2,24,0,166661,8607,27776.833333333332,1434.5,4,0.6666666666666666,3,3,0,0,1,0,3
440000,2,1,2,29,0,962256,42156,160376.0,7026.0,0,0.0,4,4,2,2,4,4,0
230000,2,2,2,38,0,17733,9709,2955.5,1618.1666666666667,-6,-1.0,0,0,0,0,5,1,4
200000,1,2,1,38,1,613953,20500,102325.5,3416.6666666666665,6,1.0,1,1,0,0,6,7,4
490000,2,2,1,30,0,1185021,43181,197503.5,7196.833333333333,0,0.0,4,4,2,2,4,4,0
80000,2,2,1,32,0,11262,0,1877.0,0.0,-10,-1.6666666666666667,0,0,0,0,8,6,8
20000,2,3,2,49,1,79043,10123,13173.833333333334,1687.1666666666667,8,1.3333333333333333,0,0,0,0,6,7,5
170000,2,1,2,31,1,1393,1393,232.16666666666666,232.16666666666666,-5,-0.8333333333333334,0,0,0,0,5,1,0
70000,1,1,2,27,0,293401,36641,48900.166666666664,6106.833333333333,0,0.0,3,3,0,0,4,4,6
210000,2,2,2,33,0,762633,24500,127105.5,4083.3333333333335,0,0.0,1,1,0,0,4,4,8
90000,2,2,2,25,0,465009,18601,77501.5,3100.1666666666665,0,0.0,1,1,0,0,4,4,3
390000,2,1,2,27,1,1772871,62172,295478.5,10362.0,0,0.0,2,2,2,2,4,4,6
110000,2,1,2,29,0,304292,13557,50715.333333333336,2259.5,0,0.0,3,3,0,0,4,4,0
360000,1,3,1,55,0,36696,25244,6116.0,4207.333333333333,-5,-0.8333333333333334,0,0,0,0,5,1,2
270000,2,2,1,32,1,1359821,42000,226636.83333333334,7000.0,11,1.8333333333333333,4,4,2,2,3,3,8
60000,2,1,2,27,0,14672,650,2445.3333333333335,108.33333333333333,-4,-0.6666666666666666,0,0,0,0,2,9,6
110000,1,3,1,37,0,367490,13600,61248.333333333336,2266.6666666666665,0,0.0,3,3,0,0,4,4,4
50000,2,1,1,25,0,235192,8773,39198.666666666664,1462.1666666666667,0,0.0,3,3,0,0,4,4,3
80000,2,1,2,23,1,339098,49268,56516.333333333336,8211.333333333334,0,0.0,3,3,2,2,4,4,3
50000,1,2,2,23,0,28024,16630,4670.666666666667,2771.6666666666665,-4,-0.6666666666666666,0,0,0,0,2,9,3
100000,1,1,2,32,0,531060,21237,88510.0,3539.5,4,0.6666666666666666,1,1,0,0,1,0,8
30000,2,1,2,26,0,4137,4137,689.5,689.5,-5,-0.8333333333333334,0,0,0,0,5,1,6
200000,2,1,2,27,0,730818,34070,121803.0,5678.333333333333,0,0.0,1,1,0,0,4,4,6
240000,1,1,2,44,1,1306045,51436,217674.16666666666,8572.666666666666,0,0.0,4,4,2,2,4,4,1
220000,1,2,2,34,0,160668,6300,26778.0,1050.0,0,0.0,0,0,0,0,4,4,8
160000,2,1,2,28,0,601165,19300,100194.16666666667,3216.6666666666665,0,0.0,1,1,0,0,4,4,6
180000,2,1,1,53,0,83747,32279,13957.833333333334,5379.833333333333,-4,-0.6666666666666666,0,0,0,0,2,9,2
200000,1,-1,1,42,0,170347,12043,28391.166666666668,2007.1666666666667,0,0.0,3,3,0,0,4,4,9
140000,2,3,1,30,0,461266,27121,76877.66666666667,4520.166666666667,2,0.3333333333333333,1,1,0,0,1,0,0
380000,1,1,1,51,1,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,5
260000,1,2,2,37,0,935929,168022,155988.16666666666,28003.666666666668,-1,-0.16666666666666666,4,4,1,1,4,4,4
200000,2,1,2,26,0,162165,7394,27027.5,1232.3333333333333,-8,-1.3333333333333333,0,0,0,0,8,6,6
80000,1,2,2,42,0,331586,61032,55264.333333333336,10172.0,0,0.0,3,3,2,2,4,4,9
40000,1,2,2,39,0,124960,14049,20826.666666666668,2341.5,-1,-0.16666666666666666,0,0,0,0,4,4,9
130000,1,3,2,39,0,439958,18000,73326.33333333333,3000.0,11,1.8333333333333333,3,3,0,0,3,3,9
50000,1,1,2,32,0,99206,5000,16534.333333333332,833.3333333333334,-3,-0.5,0,0,0,0,2,9,8
230000,2,2,1,41,0,48732,59373,8122.0,9895.5,-6,-1.0,0,0,2,2,5,1,9
70000,1,2,1,48,1,156587,14807,26097.833333333332,2467.8333333333335,-1,-0.16666666666666666,0,0,0,0,4,4,5
180000,2,2,1,38,0,838496,36029,139749.33333333334,6004.833333333333,0,0.0,1,1,0,0,4,4,4
80000,2,2,1,36,0,28137,28667,4689.5,4777.833333333333,-6,-1.0,0,0,0,0,5,1,4
290000,2,2,2,26,0,248603,115536,41433.833333333336,19256.0,-2,-0.3333333333333333,3,3,2,2,2,9,6
230000,2,1,2,28,0,564897,144032,94149.5,24005.333333333332,0,0.0,1,1,1,1,4,4,6
170000,2,3,-1,56,0,2141,2755,356.8333333333333,459.1666666666667,-6,-1.0,0,0,0,0,5,1,2
230000,1,1,1,59,1,1210604,42822,201767.33333333334,7137.0,-1,-0.16666666666666666,4,4,2,2,4,4,2
220000,1,1,2,38,1,1188181,45147,198030.16666666666,7524.5,0,0.0,4,4,2,2,4,4,4
230000,1,2,2,32,0,142857,5236,23809.5,872.6666666666666,0,0.0,0,0,0,0,4,4,8
500000,1,2,1,38,0,300881,99568,50146.833333333336,16594.666666666668,-1,-0.16666666666666666,3,3,2,2,4,4,4
90000,2,1,1,41,0,19471,14731,3245.1666666666665,2455.1666666666665,-6,-1.0,0,0,0,0,5,1,9
390000,2,3,2,35,1,1864430,67884,310738.3333333333,11314.0,0,0.0,2,2,2,2,4,4,8
400000,2,2,2,41,0,1618141,51938,269690.1666666667,8656.333333333334,0,0.0,2,2,2,2,4,4,9
180000,1,2,1,34,0,11563,11076,1927.1666666666667,1846.0,-6,-1.0,0,0,0,0,5,1,8
60000,1,3,1,38,0,192042,9500,32007.0,1583.3333333333333,7,1.1666666666666667,3,3,0,0,6,7,4
120000,2,2,1,32,0,19210,20172,3201.6666666666665,3362.0,-6,-1.0,0,0,0,0,5,1,8
60000,2,2,2,29,0,167658,6820,27943.0,1136.6666666666667,0,0.0,3,3,0,0,4,4,0
50000,1,1,2,44,0,195918,7869,32653.0,1311.5,0,0.0,3,3,0,0,4,4,1
70000,2,2,1,37,0,380598,14935,63433.0,2489.1666666666665,2,0.3333333333333333,3,3,0,0,1,0,4
500000,2,1,1,38,0,2751,2301,458.5,383.5,-2,-0.3333333333333333,0,0,0,0,2,9,4
200000,1,1,2,31,0,0,0,0.0,0.0,-12,-2.0,0,0,0,0,0,2,0
250000,2,2,1,40,0,274820,193164,45803.333333333336,32194.0,1,0.16666666666666666,3,3,1,1,4,4,9
140000,1,2,2,26,1,832487,39650,138747.83333333334,6608.333333333333,8,1.3333333333333333,1,1,0,0,6,7,6
70000,2,2,2,28,0,169724,10806,28287.333333333332,1801.0,1,0.16666666666666666,3,3,0,0,4,4,6
90000,1,3,1,48,0,411870,14486,68645.0,2414.3333333333335,11,1.8333333333333333,3,3,0,0,3,3,5
100000,2,2,1,43,0,10198,9818,1699.6666666666667,1636.3333333333333,-6,-1.0,0,0,0,0,5,1,1
190000,1,2,1,31,0,894199,29086,149033.16666666666,4847.666666666667,0,0.0,4,4,0,0,4,4,0
230000,2,1,1,42,0,52633,45768,8772.166666666666,7628.0,-6,-1.0,0,0,2,2,5,1,9
320000,1,2,1,39,0,556223,23059,92703.83333333333,3843.1666666666665,0,0.0,1,1,0,0,4,4,9
220000,2,2,1,36,1,4024,4024,670.6666666666666,670.6666666666666,-5,-0.8333333333333334,0,0,0,0,5,1,4
260000,2,1,1,34,0,37990,29865,6331.666666666667,4977.5,-6,-1.0,0,0,0,0,5,1,8
90000,2,2,2,32,0,573,157,95.5,26.166666666666668,-12,-2.0,0,0,0,0,0,2,8
30000,2,2,1,43,0,144207,4610,24034.5,768.3333333333334,10,1.6666666666666667,0,0,0,0,3,3,1
260000,1,2,2,30,0,668040,22116,111340.0,3686.0,2,0.3333333333333333,1,1,0,0,1,0,0
170000,2,2,2,28,0,46228,4308,7704.666666666667,718.0,-6,-1.0,0,0,0,0,5,1,6
80000,2,1,1,28,1,58976,3476,9829.333333333334,579.3333333333334,0,0.0,0,0,0,0,4,4,6
50000,1,1,1,41,0,2336,4250,389.3333333333333,708.3333333333334,-6,-1.0,0,0,0,0,5,1,9
